output_idx,weights
30,"[-0.22027233242988586, 0.04800144210457802, 0.06896936893463135, -0.11361510306596756, 0.05606623739004135, -0.09426259994506836, -0.024084564298391342, -0.05005471408367157, 0.07033608108758926, -0.05961810424923897, -0.027950411662459373, 0.08130459487438202, -0.021992262452840805, -0.04800819233059883, -0.032702744007110596, -0.02471068687736988, 0.06418682634830475, -0.014106718823313713, -0.026977043598890305, 0.04430357739329338, 0.130394846200943, 0.060378335416316986, 0.04460491985082626, 0.040268510580062866, 0.06786701083183289, -0.02626028284430504, -0.12422621995210648, -0.15526896715164185, 0.0020699109882116318, -0.10887894779443741, -0.051010891795158386, 0.058913443237543106, -0.024932313710451126, -0.04099087044596672, 0.03322302922606468, 0.039742667227983475, -0.004290495999157429, -0.008502351120114326, 0.10798466205596924, -0.0048486581072211266, 0.04700194671750069, 0.10527515411376953, -0.015846075490117073, -0.00450466014444828, 0.06407325714826584, 0.04037543758749962, -0.025634383782744408, -0.04260389506816864, 0.056061968207359314, -0.1793879121541977, -0.05093393847346306, 0.13041986525058746, 0.13520358502864838, 0.12442461401224136, -0.0904483050107956, 0.06571473926305771, -0.08147558569908142, 0.06514851748943329, -0.026820575818419456, 0.17308767139911652, -0.1542196124792099, -0.0031418465077877045, 0.11871593445539474, 0.05365152657032013, 0.07041609287261963, -0.09128738194704056, -0.04370507970452309, -0.04360773041844368, -0.06805063784122467, -0.028775136917829514, 0.05588536709547043, -0.08544965088367462, 0.1508845090866089, -0.12175747752189636, 0.03762992471456528, 0.06413454562425613, 0.023073319345712662, -0.0745052918791771, -0.1193275898694992, -0.006141762714833021, 0.07477691024541855, -0.0290952380746603, -0.036655813455581665, -0.055971838533878326, 0.035179685801267624, -0.15715008974075317, -0.04834594577550888, 0.11579988896846771, 0.10768710821866989, -0.024036824703216553, 0.0738195925951004, 0.10769212245941162, 0.02999906614422798, 0.08880619704723358, -0.08496090024709702, 0.06931904703378677, -0.038251589983701706, -0.1267799437046051, -0.004670898895710707, -0.05179361626505852, -0.07342389971017838, -0.055577974766492844, -0.00852680392563343, 0.0711945965886116, -0.06665747612714767, -0.09234236925840378, 0.08120320737361908, 0.13224001228809357, 0.03310587257146835, 0.024552425369620323, 0.050924960523843765, 0.13584011793136597, 0.09271389245986938, -0.21898847818374634, 0.09873973578214645, -0.07052868604660034, 0.09548267722129822, -0.0732908770442009, -0.002484523458406329, -0.04833833500742912, -0.11187530308961868, -0.020990096032619476, 0.08421303331851959, 0.011441013775765896, -0.04143065959215164, 0.09064678102731705, -0.1483343541622162, 0.04859806224703789]"
31,"[-0.030091838911175728, 0.051441386342048645, -0.07129424810409546, -0.0100219352170825, 0.050909291952848434, -0.08593668788671494, 0.01611480489373207, 0.059621937572956085, 0.01462688110768795, -0.05094978213310242, 0.07296144962310791, -0.029124703258275986, -0.05314216390252113, 0.018461881205439568, 0.03409559652209282, -0.04536468908190727, -0.031540606170892715, -0.04620908945798874, -0.0076992809772491455, -0.08552253246307373, 0.06973367184400558, -0.04756611958146095, -0.0030507217161357403, -0.06270955502986908, -0.07479452341794968, -0.05130929872393608, 0.02887825295329094, 0.016090799123048782, 0.001381533220410347, -0.04320331662893295, 0.10267821699380875, 0.07216057926416397, -0.028141556307673454, 0.033863771706819534, 0.02288014255464077, -0.01065909955650568, -0.06226080283522606, 0.021502787247300148, 0.019553298130631447, -0.055058225989341736, 0.08251354098320007, 0.08379940688610077, -0.06919192522764206, 0.042216669768095016, 0.07269488275051117, -0.0492255799472332, 0.029048221185803413, -0.03441861644387245, 0.027348199859261513, 0.030093226581811905, 0.011554349213838577, -0.004422605969011784, -0.06894153356552124, -0.01742382161319256, 0.02834722399711609, 0.05699683353304863, 0.02263527177274227, -0.06818678975105286, 0.007265382446348667, 0.010704397223889828, 0.07734055072069168, 0.10747472941875458, 0.09770447760820389, -0.03345837444067001, -0.062188856303691864, -0.018270574510097504, -0.05340946838259697, 0.08014851063489914, 0.02160540595650673, 0.03183407709002495, 0.09392500668764114, -0.07057945430278778, 0.021527279168367386, -0.017680790275335312, -0.022449243813753128, 0.04855532944202423, 0.05774487927556038, 0.06882625073194504, 0.016996566206216812, -0.06929190456867218, 0.06378191709518433, -0.0051124501042068005, 0.05326324328780174, 0.023313596844673157, -0.04202936217188835, -0.08422069996595383, -0.03708548843860626, 0.06383935362100601, 0.07448135316371918, -0.036402009427547455, 0.02752486802637577, -0.06945189833641052, -0.00446882750838995, 0.015808649361133575, 0.03382385894656181, -0.02104051783680916, -0.08520856499671936, 0.07606544345617294, -0.02612154372036457, -0.015138461254537106, -0.0073665170930325985, -0.022504672408103943, 0.05263276398181915, -0.07395346462726593, 0.003808420617133379, -0.07330021262168884, 0.061868127435445786, 0.060099128633737564, 0.07157642394304276, 0.06965919584035873, -0.09380171447992325, -0.04911866784095764, -0.10331875085830688, 0.0931284949183464, 0.004408393055200577, -0.04147797450423241, 0.04347720369696617, 0.01838325336575508, 0.022354748100042343, 0.05396600067615509, -0.0633392482995987, -0.007825016044080257, 0.10433731973171234, -0.0716477558016777, 0.04692942276597023, 0.008801269344985485, 0.05150469020009041, -0.05890592187643051]"
32,"[-0.06510693579912186, 0.07546126842498779, 0.11009924113750458, 0.23232786357402802, 0.008075426332652569, -0.05089413747191429, -0.14659352600574493, -0.008510512299835682, -0.11356393247842789, -0.11860570311546326, 0.0026561026461422443, -0.05152488499879837, -0.10471060127019882, 0.06413822621107101, 0.07867000997066498, 0.08454518765211105, 0.01311712060123682, 0.06708231568336487, -0.08103132992982864, 0.1128944680094719, 0.28992047905921936, -0.004516635090112686, 0.17700429260730743, 0.09434528648853302, -0.05167185515165329, -0.10706745088100433, -0.16006214916706085, -0.03464848920702934, -0.06118225306272507, -0.18801631033420563, 0.27026495337486267, 0.3205212950706482, 0.17407943308353424, 0.05761950835585594, 0.03868110477924347, -0.07928560674190521, -0.07580157369375229, -0.06015925854444504, -0.09995570778846741, -0.025370903313159943, 0.11636346578598022, 0.10658498108386993, -0.0019141787197440863, -0.06669417768716812, -0.11459159106016159, 0.13187243044376373, 0.14720243215560913, -0.03021441400051117, -0.06311395764350891, 0.07010764628648758, -0.008877433836460114, 0.1018545851111412, 0.06550769507884979, -0.14062249660491943, -0.13437755405902863, -0.13638843595981598, -0.036286331713199615, 0.01103928405791521, -0.08304699510335922, 0.058768872171640396, -0.005118360742926598, 0.017907798290252686, 0.053187254816293716, 0.15194053947925568, 0.0595984049141407, -0.0671815499663353, -0.005049770697951317, 0.14852465689182281, 0.0012947310460731387, 0.09562816470861435, 0.1271822601556778, -0.15427106618881226, 0.18211530148983002, -0.024420231580734253, -0.0268067829310894, -0.10510177165269852, 0.05119509994983673, 0.1454475075006485, 0.17057223618030548, -0.15600048005580902, 0.05100640654563904, 0.005220117513090372, -0.05308020859956741, 0.07525373250246048, -0.10779743641614914, 0.11540710180997849, 0.11748617887496948, 0.2727232873439789, -0.07132507115602493, 0.017373813316226006, 0.1246335357427597, 0.1226876974105835, -0.034536875784397125, -0.028360465541481972, 0.0741276741027832, -0.017708437517285347, 0.16631260514259338, 0.03854300081729889, -0.02777722291648388, 0.0015158267924562097, 0.09464552253484726, 0.1611182987689972, -0.04976169764995575, 0.19220870733261108, -0.16441121697425842, 0.0285994540899992, -0.0704476460814476, 0.18955661356449127, 0.0835278183221817, 0.1559026539325714, -0.0487862229347229, 0.04536999389529228, -0.04905080422759056, -0.04450923949480057, 0.1682974100112915, -0.004505275283008814, -0.12006965279579163, -0.051554907113313675, 0.0978122428059578, -0.01672101393342018, 0.010249719023704529, 0.012550218030810356, 0.13118907809257507, -0.18555216491222382, 0.027438964694738388, -0.025352133437991142, 0.029593054205179214, 0.1013040617108345]"
33,"[0.026218438521027565, 0.07784786820411682, -0.1254415214061737, 0.16435831785202026, -0.03211990371346474, 0.15815681219100952, -0.13298185169696808, -0.06186122074723244, 0.127314031124115, -0.22968390583992004, -0.25883352756500244, -0.20156964659690857, 0.08451392501592636, 0.08308637887239456, 0.13058555126190186, 0.06365294754505157, 0.2064962238073349, -0.16545559465885162, 0.05058769881725311, 0.21307894587516785, 0.051301874220371246, -0.1032857671380043, 0.02422376535832882, 0.008357958868145943, 0.04124370589852333, 0.2765657901763916, 0.19626635313034058, -0.16318969428539276, -0.2659762501716614, -0.040260180830955505, 0.16945797204971313, 0.08891960233449936, 0.05413694679737091, -0.33241936564445496, 0.05766388028860092, 0.08269945532083511, -0.08591192960739136, 0.013759836554527283, 0.152445986866951, 0.13523541390895844, -0.1587836593389511, 0.20491215586662292, 0.24122241139411926, 0.00819363258779049, 0.21345464885234833, 0.00679793581366539, -0.03432079404592514, 0.08399750292301178, 0.09860578179359436, 0.011194824241101742, 0.01595805026590824, -0.15783901512622833, 0.18886923789978027, 0.16687673330307007, -0.39866024255752563, -0.07781969755887985, 0.07761131227016449, 0.0869629979133606, 0.1072976142168045, 0.15381665527820587, 0.15924440324306488, -0.2771659791469574, 0.05160706117749214, -0.09576506167650223, 0.0767829641699791, -0.021669762209057808, 0.17086322605609894, 0.251117467880249, -0.08460168540477753, -0.002674100222066045, -0.07582871615886688, 0.15483029186725616, -0.27774810791015625, 0.1551547348499298, 0.0809287503361702, -0.17286713421344757, 0.02770518884062767, -0.022742491215467453, -0.012931597419083118, 0.04162600263953209, 0.08058906346559525, -0.004359088838100433, -0.03568806126713753, 0.03567785397171974, -0.23096729815006256, 0.17788690328598022, 0.017726020887494087, -0.19663619995117188, 0.07683131098747253, 0.2157883495092392, 0.022617097944021225, -0.28510919213294983, 0.06925245374441147, -0.1093570739030838, 0.04820490628480911, -0.046130407601594925, 0.0698869377374649, 0.08619347214698792, 0.0028068511746823788, 0.10702662169933319, -0.03021298348903656, -0.04647443816065788, -0.10784697532653809, -0.2742035686969757, 0.20162075757980347, 0.17943347990512848, -0.05421314388513565, -0.010880223475396633, -0.0066037424840033054, -0.11139970272779465, 0.06273993104696274, -0.07382433116436005, -0.02472769282758236, -0.028082003816962242, -0.1731829196214676, 0.00025867571821436286, -0.03134889900684357, -0.08591016381978989, 0.1497802883386612, 0.14399059116840363, 0.02655145525932312, -0.02759406715631485, 0.12197239696979523, 0.027313154190778732, -0.21085421741008759, -0.17058038711547852, 0.052919402718544006, 0.06935185939073563]"
34,"[0.12860870361328125, 0.010130754671990871, 0.007420063484460115, -0.017673302441835403, -0.0873580127954483, 0.1487317830324173, -0.05235382914543152, 0.013537646271288395, -0.09471598267555237, -0.024552177637815475, -0.030512316152453423, 0.030054278671741486, -0.037400346249341965, -0.003676839405670762, 0.011379209347069263, -0.05170062556862831, -0.040092915296554565, -0.09162760525941849, -0.05169046297669411, -0.012221216224133968, -0.014030128717422485, 0.0760674923658371, 0.14936509728431702, -0.0597674623131752, 0.07429508119821548, 0.031235866248607635, -0.05096229165792465, -0.007355208974331617, 0.1642988622188568, 0.038316916674375534, 0.13674584031105042, -0.15012936294078827, -0.005343985743820667, 0.07964471727609634, 0.10304322093725204, 0.013217506930232048, 0.17133338749408722, 0.03177328407764435, 0.023650094866752625, -0.07132555544376373, 0.1430598497390747, 0.0054183765314519405, -0.04757481813430786, 0.014238632284104824, -0.005156657192856073, -0.09155292809009552, -0.020955704152584076, -0.0794355645775795, 0.035530079156160355, 0.05676351487636566, -0.15158262848854065, 0.05307478830218315, 0.07635364681482315, -0.07977771759033203, 0.1852976530790329, -0.11735299974679947, -0.029538076370954514, -0.04462643712759018, -0.09786631166934967, 0.01215975359082222, 0.06544692814350128, -0.004248552955687046, 0.00808686576783657, 0.08503933250904083, 0.06632231920957565, 0.04216642305254936, 0.00985234696418047, -0.015703000128269196, 0.10472827404737473, -0.13346579670906067, 0.15359404683113098, -0.06493651866912842, 0.11376774311065674, 0.08117493242025375, 0.01726745255291462, -0.07725483179092407, -0.07382388412952423, 0.14583195745944977, 0.08866364508867264, -0.08578389137983322, 0.00724969245493412, -0.0526091568171978, 0.036446474492549896, 0.03356208652257919, 0.1768433004617691, -0.0717417523264885, 0.057952795177698135, 0.07039163261651993, 0.04456987977027893, 0.07357624918222427, 0.04791213572025299, 0.08654652535915375, 0.14366543292999268, 0.019477995112538338, 0.07060326635837555, -0.08970450609922409, -0.027342598885297775, 0.018636291846632957, 0.010704802349209785, 0.0952318012714386, -0.09623468667268753, -0.15735267102718353, 0.07029438018798828, 0.06006582826375961, -0.08191795647144318, -0.025709720328450203, 0.04338455572724342, -0.08273740857839584, 0.0592973418533802, -0.0637325868010521, -0.04967699944972992, -0.10877329111099243, 0.01970989815890789, 0.1862645298242569, 0.0285821370780468, -0.08288663625717163, 0.1559082567691803, 0.0005344541277736425, -0.12497968971729279, -0.18452486395835876, -0.14740429818630219, -0.04369664192199707, -0.009295355528593063, -0.08681028336286545, -0.07228879630565643, 0.03478819876909256, -0.05542666092514992, 0.0535225085914135]"
35,"[-0.09446090459823608, 0.10015283524990082, 0.0681675374507904, 0.298764169216156, -0.17252086102962494, 0.17641831934452057, -0.10063595324754715, 0.05289553478360176, -0.06506883352994919, -0.13919652998447418, 0.12833689153194427, -0.024609139189124107, -0.19105015695095062, 0.020460108295083046, 0.003801392624154687, 0.2836194336414337, -0.10958845913410187, -0.10767354816198349, -0.040841810405254364, 0.006395888049155474, 0.30985134840011597, -0.13981357216835022, 0.15515148639678955, -0.07778298109769821, -0.023900501430034637, 0.19725781679153442, -0.08321689069271088, 0.019512424245476723, 0.24547246098518372, -0.03844481706619263, 0.35119572281837463, 0.4155881106853485, 0.06686282157897949, -0.0024532785173505545, -0.021230293437838554, 0.03979465737938881, -0.20337343215942383, -0.03504006937146187, -0.2700346112251282, -0.13522310554981232, 0.1453498899936676, 0.08753841370344162, -0.05762787163257599, -0.16520993411540985, -0.026670129969716072, 0.12801821529865265, 0.07703398168087006, -0.02889968454837799, 0.06828068196773529, 0.055724240839481354, -0.0676998421549797, -0.06558454781770706, 0.052818454802036285, -0.013040649704635143, 0.16043245792388916, -0.15966452658176422, -0.06150141730904579, -0.052434083074331284, 0.11380521208047867, -0.08830364793539047, 0.04349324479699135, 0.05081964284181595, 0.1250147521495819, 0.17197537422180176, -0.17007610201835632, -0.08165708184242249, 0.08696602284908295, 0.07238452881574631, 0.03781859949231148, -0.10738228261470795, 0.2168903946876526, 0.038950975984334946, 0.15042535960674286, 0.16634684801101685, 0.20252244174480438, 0.011735787615180016, 0.01162604708224535, 0.3279098868370056, 0.24831506609916687, -0.2565810978412628, -0.07887983322143555, -0.07510553300380707, -0.07318973541259766, 0.01760687120258808, 0.20521396398544312, 0.17407815158367157, 0.14600999653339386, 0.22621680796146393, -0.07856175303459167, 0.04648508131504059, -0.09077911823987961, 0.11571779102087021, 0.2018965631723404, -0.09600340574979782, 0.09852354973554611, 0.22385556995868683, 0.3671979010105133, 0.0009336236980743706, -0.1544477343559265, 0.0683482363820076, 0.15565501153469086, -0.03987184911966324, -0.06309166550636292, 0.1566811352968216, -0.008169839158654213, 0.07011796534061432, 0.028877507895231247, 0.19062545895576477, 0.022939113900065422, 0.15921849012374878, -0.2623547613620758, -0.028505202382802963, 0.04027313366532326, 0.09347904473543167, 0.2035166472196579, 0.05654527619481087, -0.13972339034080505, -0.08226337283849716, 0.1461150050163269, -0.04757869988679886, 0.08892993628978729, 0.08671217411756516, 0.06635867804288864, -0.10897982865571976, 0.02025795355439186, -0.05297069251537323, -0.17104166746139526, -0.008923090063035488]"
36,"[0.03784298896789551, -0.09433544427156448, -0.04614202305674553, -0.06983690708875656, -0.020456811413168907, 0.0860486775636673, 0.05775848403573036, -0.0691773071885109, -0.06765010207891464, 0.005506565328687429, -0.042674027383327484, -0.007776618003845215, 0.02247622236609459, 0.04619111865758896, -0.005546122789382935, 0.020905163139104843, 0.023381797596812248, 0.08798331022262573, -0.04454044997692108, 0.08093179017305374, 0.02787369303405285, -0.03871957212686539, 0.04305616393685341, 0.08301617205142975, -0.07333584129810333, -0.013354826718568802, -0.09180381149053574, -0.05237342044711113, -0.08394034951925278, 0.06606338173151016, 0.007117581553757191, -0.028746243566274643, -0.018536241725087166, -0.0387105718255043, -0.05245665833353996, -0.042593903839588165, -0.07765613496303558, 0.012881253845989704, -0.05003410950303078, -0.012677022255957127, 0.06915220618247986, 0.09125348925590515, 0.07177045941352844, -0.06953876465559006, -0.03195664659142494, -0.07622315734624863, 0.05490360036492348, 0.08823657035827637, 0.008504863828420639, -0.03406202420592308, 0.002728958148509264, -0.03758786991238594, 0.03143230825662613, 0.07632196694612503, -0.042538031935691833, 0.013322304002940655, -0.040243960916996, -0.06846477836370468, -0.06642971932888031, -0.0328231118619442, 0.07996423542499542, -0.049498651176691055, -0.02095797471702099, -0.0652921050786972, 0.024307699874043465, -0.010548803955316544, -0.079728864133358, 0.047250472009181976, -0.012110050767660141, 0.020238079130649567, 0.0172266848385334, 0.02082253247499466, -0.07774017751216888, -0.002151264576241374, -0.021773256361484528, -0.015384627506136894, 0.07522310316562653, -0.013819070532917976, -0.04414871707558632, -0.027886545285582542, 0.028105108067393303, -0.07364444434642792, -0.026957808062434196, -0.031231358647346497, 0.03793346509337425, -0.023832332342863083, -0.08125264197587967, 0.07570187747478485, -0.07536017894744873, -0.017293190583586693, 0.029891187325119972, 0.05863063037395477, 0.027095584198832512, 0.06191472336649895, 0.018104609102010727, 0.026428211480379105, -0.04240234196186066, 0.07842548191547394, 0.046469200402498245, 0.03420250490307808, 0.03086984157562256, -0.0831347107887268, -0.08367083966732025, 0.03900839388370514, 0.014583222568035126, 0.004591299220919609, -0.0014710176037624478, -0.00939913373440504, 0.0832001343369484, 0.007172172423452139, -0.08861871063709259, 0.07397385686635971, 0.03127789497375488, -0.05880877748131752, -0.0627925768494606, -0.028334056958556175, -0.038634587079286575, -0.0024732351303100586, -0.07119310647249222, -0.07020241767168045, -0.01849796250462532, 0.029044663533568382, -0.07110302150249481, 0.0855085626244545, 0.010487849824130535, 0.012639613822102547, 0.019569559022784233, 0.04005113244056702]"
37,"[0.06638460606336594, -0.08408890664577484, 0.1708143651485443, -0.1313135176897049, 0.11062431335449219, -0.07550114393234253, 0.05878480151295662, -0.0008456783834844828, 0.09357396513223648, -0.11485165357589722, -0.015409146435558796, -0.028811026364564896, 0.04297272488474846, 0.05156019702553749, -0.00019155220070388168, -0.024070607498288155, 0.07525381445884705, -0.05609237775206566, -0.027260303497314453, 0.11331644654273987, 0.05872029811143875, 0.12278712540864944, 0.1614885777235031, -0.017801212146878242, -0.03233218938112259, -0.09645184129476547, 0.03802945464849472, -0.10221804678440094, -0.027623966336250305, -0.06865722686052322, -0.022902464494109154, 0.06884366273880005, 0.059072669595479965, -0.11961536854505539, 0.08542819321155548, -0.037224967032670975, -0.027359575033187866, -0.13041682541370392, -0.05807206407189369, 0.04452783241868019, 0.10783807188272476, 0.1895558089017868, 0.06086867302656174, -0.04749864339828491, 0.0817124992609024, 0.1662154644727707, -0.0119846872985363, 0.08947597444057465, -0.039913881570100784, 0.04167599976062775, -0.06898805499076843, 0.06603624671697617, 0.04718427360057831, 0.09727353602647781, 0.009864694438874722, -0.132394477725029, 0.05754641070961952, 0.11446273326873779, 0.0200644563883543, 0.10219341516494751, -0.06462690234184265, -0.07226159423589706, 0.007655900437384844, -0.052715037018060684, 0.014026368968188763, -0.04352565109729767, 0.03788662329316139, -0.010531598702073097, -0.09475841373205185, 0.07796566933393478, 0.12287987023591995, -0.16911086440086365, -0.10035061091184616, -0.025376776233315468, -0.04858769103884697, 0.004703818820416927, 0.05038260295987129, 0.06072958931326866, 0.0255400612950325, -0.10876612365245819, -0.04271680489182472, 0.06651992350816727, 0.08238177746534348, 0.15355795621871948, -0.1032051369547844, -0.14222121238708496, 0.010275229811668396, 0.025703677907586098, 0.02946915104985237, -0.03326062113046646, 0.0456981398165226, 0.03855953738093376, 0.09453538060188293, 0.1553943157196045, 0.002647429471835494, -0.15185348689556122, 0.15273995697498322, 0.0024924143217504025, 0.01283190120011568, 0.1434727907180786, 0.08284775167703629, -0.09781002253293991, 0.05598131939768791, 0.08085121959447861, -0.04394275322556496, -0.051375117152929306, 0.06380105018615723, 0.0939701497554779, 0.049607522785663605, 0.022998923435807228, -0.08902285993099213, 0.11701314151287079, -0.03039851412177086, -0.039266541600227356, 0.11739808320999146, -0.00012893609527964145, -0.027363089844584465, 0.048395056277513504, -0.005944708827883005, 0.028510654345154762, 0.06713929772377014, 0.0841069445014, 0.06846296787261963, -0.024535223841667175, -0.00071765820030123, -0.16228505969047546, -0.04043325036764145, -0.002618558472022414]"
38,"[0.12257120013237, 0.020142551511526108, -0.10308929532766342, 0.0801248550415039, 0.027831805869936943, 0.16077569127082825, -0.22917397320270538, -0.05366860702633858, 0.04205683618783951, -0.114896260201931, -0.044897954910993576, -0.02075362019240856, 0.042388856410980225, 0.07651722431182861, 0.027392355725169182, 0.1101035326719284, -0.12358949333429337, -0.0655175969004631, -0.024474401026964188, 0.09437096863985062, 0.021932406350970268, 0.01180278416723013, -0.05859292298555374, -0.07360642403364182, 0.020079338923096657, -0.09278859198093414, -0.055623188614845276, -0.1537371128797531, 0.13616642355918884, -0.14408589899539948, -0.08483153581619263, -0.018114127218723297, 0.051045797765254974, 0.02151506021618843, 0.02461293339729309, 0.0017597934929654002, 0.12232504040002823, -0.05846671760082245, 0.04253996163606644, 0.1595422923564911, -0.02428693324327469, -0.1423652470111847, 0.025402721017599106, 0.13886143267154694, -0.14768870174884796, 0.06353075802326202, 0.11970063298940659, -0.039214666932821274, 0.05946112424135208, 0.22219721972942352, -0.08247774839401245, -0.06561364233493805, -0.14697107672691345, 0.055476997047662735, 0.17188455164432526, -0.09493600577116013, -0.054700952023267746, 0.13671422004699707, -0.07655516266822815, -0.024287812411785126, 0.13960523903369904, -0.009089172817766666, -0.1042102798819542, 0.028455553576350212, 0.08587196469306946, 0.07557318359613419, -0.0885852724313736, 0.23606036603450775, 0.002668997971341014, -0.0034341486170887947, -0.03476599603891373, -0.1236051619052887, 0.09306907653808594, 0.035126909613609314, -0.4184943437576294, -0.10320670157670975, 0.23322226107120514, 0.2298862785100937, -0.019371148198843002, -0.1316368728876114, -0.04584498330950737, -0.05370858684182167, -0.021423466503620148, 0.19786208868026733, -0.019505714997649193, -0.25182661414146423, 0.100291408598423, 0.22275133430957794, 0.008716295473277569, -0.022021513432264328, 0.06260475516319275, 0.3530358672142029, 0.2152329385280609, -0.2529752254486084, 0.06189480796456337, 0.02760123647749424, 0.25745490193367004, 0.06050488352775574, 0.03875694051384926, 0.1617394983768463, 0.12222432345151901, -0.19829195737838745, 0.09831923991441727, 0.13209307193756104, 0.1070529967546463, 0.1568763107061386, 0.032927680760622025, -0.08465305715799332, -0.1787821501493454, -0.05932125449180603, 0.292645663022995, 0.004430110100656748, 0.1786254495382309, -0.13975046575069427, 0.2573041617870331, 0.022897319868206978, 0.03837968409061432, -0.015219489112496376, -0.06370870023965836, 0.3338298201560974, 0.09516588598489761, 0.1850641816854477, 0.10669375956058502, -0.04835943505167961, 0.08824492245912552, 0.16655422747135162, 0.050026699900627136, 0.03191884607076645]"
39,"[-0.07627621293067932, 0.12246948480606079, 0.025773214176297188, -0.11771166324615479, 0.04882277920842171, -0.22545716166496277, 0.09838574379682541, 0.07947923988103867, 0.17295439541339874, 0.08988345414400101, -0.037166938185691833, 0.06468255817890167, 0.24163325130939484, 0.022446533665060997, 0.11255890130996704, -0.03873278945684433, 0.08426772803068161, 0.015500212088227272, -0.014656197279691696, -0.05425474792718887, -0.04302886873483658, 0.19723433256149292, 0.032396528869867325, -0.01973879523575306, -0.01386204268783331, -0.11591219156980515, 0.12485885620117188, 0.09006811678409576, -0.0647323727607727, 0.0177301075309515, -0.15986919403076172, -0.16382291913032532, -0.061987146735191345, 0.02053883485496044, 0.06585156917572021, 0.006669985596090555, -0.1695205718278885, -0.013602027669548988, 0.11551553755998611, 0.0063858432695269585, 0.176717147231102, -0.016362084075808525, 0.023203488439321518, -0.039363786578178406, -0.14806759357452393, -0.13418284058570862, -0.050740864127874374, 0.08734098821878433, 0.05815689638257027, 0.16473881900310516, 0.17727792263031006, 0.10324715822935104, 0.16994845867156982, 0.13111206889152527, -0.08129864186048508, 0.1108381450176239, 0.07955174893140793, -0.16893136501312256, -0.02258782647550106, 0.17747095227241516, -0.0985584631562233, 0.058880340307950974, 0.10852736979722977, -0.2561582326889038, 0.2662532329559326, 0.007085327059030533, 0.07586318254470825, -0.001319856266491115, 0.033801473677158356, -0.04813148453831673, 0.015376744791865349, -0.07256922125816345, 0.05849674344062805, 0.010890648700296879, 0.13344329595565796, 0.29343220591545105, 0.15835057199001312, -0.22542446851730347, -0.14076779782772064, 0.08750924468040466, 0.036362770944833755, 0.1026453897356987, -0.048314791172742844, -0.12821416556835175, -0.003755608107894659, 0.053855039179325104, -0.20049792528152466, -0.048294514417648315, 0.10059578716754913, -0.013176816515624523, -0.0858599841594696, -0.28257519006729126, -0.04289129748940468, 0.19455736875534058, -0.09054548293352127, 0.05344372242689133, -0.19120825827121735, -0.07673411071300507, 0.13862954080104828, -0.09117314964532852, 0.028948884457349777, 0.10708239674568176, 0.09217046201229095, 0.04213225468993187, 0.07947178930044174, -0.27639392018318176, 0.06563802063465118, 0.11223027110099792, 0.11288315057754517, -0.047280360013246536, -0.16730894148349762, 0.06337492167949677, -0.11529584974050522, -0.0928461104631424, -0.061827659606933594, -0.07976343482732773, 0.19566968083381653, -0.005400739144533873, 0.024200202897191048, -0.16120979189872742, 0.06494113057851791, -0.2593909502029419, 0.04149024561047554, 0.025617050006985664, 0.019760247319936752, 0.037838757038116455, -0.006898595951497555, -0.08878744393587112]"
